"1","0000","IBM INTERNAL      ","ZF","IBM INTERNAL      ","Z","Exclusions","21","Unassigned          ","UNAS",,"USA ","2016-07-04-05.06.14.067356"
"377","5251","RETAIL SALE VIA MAIL ORDER HOUSES    ","RD","Retail - Direct Marketing    ","R","Retail","1R","Retail              ","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"378","5251","RETAIL SALE VIA MAIL ORDER HOUSES    ","RD","Retail - Direct Marketing    ","R","Retail","1R","Retail              ","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"379","5252","RETAIL SALE VIA STALLS AND MARKETS    ","RF","Retail - Retail Food     ","R","Retail","1R","Retail              ","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"380","5252","RETAIL SALE VIA STALLS AND MARKETS    ","RF","Retail - Retail Food     ","R","Retail","1R","Retail              ","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"381","5259","OTHER NON-STORE RETAIL SALE     ","RF","Retail - Retail Food     ","R","Retail","1R","Retail              ","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"382","5259","OTHER NON-STORE RETAIL SALE     ","RF","Retail - Retail Food     ","R","Retail","1R","Retail              ","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"383","5260","REPAIR OF PERSONAL AND HOUSEHOLD GOODS   ","WQ","Wholesale - Services     ","W","Wholesale Distribution & Services","18","ConsumerPackageGoods","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"624","8890","IBM IDLE","ZF","IBM INTERNAL      ","Z","Exclusions","21","Unassigned          ","UNAS",,"WWW ","2016-07-04-05.06.14.067356"
"384","5260","REPAIR OF PERSONAL AND HOUSEHOLD GOODS   ","WQ","Wholesale - Services     ","W","Wholesale Distribution & Services","18","ConsumerPackageGoods","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"385","5510","HOTEL CAMPING SITES,SHORT-STAY ACCOMMODATION  ","TJ","Lodging      ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"386","5510","HOTEL CAMPING SITES,SHORT-STAY ACCOMMODATION  ","TJ","Lodging      ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"387","5520","RESTAURANTS, BARS AND CANTEENS    ","RH","Retail - Food Services     ","R","Retail","1R","Retail              ","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"388","5520","RESTAURANTS, BARS AND CANTEENS    ","RH","Retail - Food Services     ","R","Retail","1R","Retail              ","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"389","6010","TRANSPORT VIA RAILWAYS     ","TC","Rail       ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"390","6010","TRANSPORT VIA RAILWAYS     ","TC","Rail       ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"391","6021","OTHER SCHEDULED PASSENGER LAND TRANSPORT   ","TD","Urban Transportation     ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"392","6021","OTHER SCHEDULED PASSENGER LAND TRANSPORT   ","TD","Urban Transportation     ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"393","6022","OTHER NON-SCHEDULED PASSENGER LAND TRANSPORT  ","TD","Urban Transportation     ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"394","6022","OTHER NON-SCHEDULED PASSENGER LAND TRANSPORT  ","TD","Urban Transportation     ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"395","6023","FREIGHT TRANSPORT BY ROAD     ","TE","Trucking      ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"396","6023","FREIGHT TRANSPORT BY ROAD     ","TE","Trucking      ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"397","6030","TRANSPORT VIA PIPELINES     ","PO","Petroleum      ","P","Chemicals & Petroleum","15","Chemicals&Petroleum ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"398","6030","TRANSPORT VIA PIPELINES     ","PO","Petroleum      ","P","Chemicals & Petroleum","15","Chemicals&Petroleum ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"399","6110","SEA AND COASTAL WATER TRANSPORT    ","TF","Shipping      ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"400","6110","SEA AND COASTAL WATER TRANSPORT    ","TF","Shipping      ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"401","6120","INLAND WATER TRANSPORT     ","TF","Shipping      ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"402","6120","INLAND WATER TRANSPORT     ","TF","Shipping      ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"403","6210","SCHEDULED AIR TRANSPORT     ","TA","Passenger Airlines     ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"404","6210","SCHEDULED AIR TRANSPORT     ","TA","Passenger Airlines     ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"405","6220","NON-SCHEDULED AIR TRANSPORT     ","TA","Passenger Airlines     ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"1261","999Y","OASIS       ","ZB","IBM INTERNAL      ","Z","Exclusions","21","Unassigned          ","UNAS",,"USU ","2016-04-05-16.17.59.906441"
"406","6220","NON-SCHEDULED AIR TRANSPORT     ","TA","Passenger Airlines     ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"407","6301","CARGO HANDLING      ","TG","Freight Services     ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"408","6301","CARGO HANDLING      ","TG","Freight Services     ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"409","6302","STORAGE AND WAREHOUSING     ","TG","Freight Services     ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"410","6302","STORAGE AND WAREHOUSING     ","TG","Freight Services     ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"411","6303","OTHER SUPPORTING TRANSPORT ACTIVITIES   ","TG","Freight Services     ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"412","6303","OTHER SUPPORTING TRANSPORT ACTIVITIES   ","TG","Freight Services     ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"413","6304","TRAVEL/TOUR AGENCY TOURIST ASSIST ACTIVITIES  ","TH","Travel Agencies     ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"414","6304","TRAVEL/TOUR AGENCY TOURIST ASSIST ACTIVITIES  ","TH","Travel Agencies     ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"415","6309","ACTIVITIES OF OTHER TRANSPORT AGENCIES   ","TM","Freight Forwarders & Arrangers    ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"416","6309","ACTIVITIES OF OTHER TRANSPORT AGENCIES   ","TM","Freight Forwarders & Arrangers    ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"417","6411","NATIONAL POST ACTIVITIES     ","TO","Freight Airlines     ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"418","6411","NATIONAL POST ACTIVITIES     ","TO","Freight Airlines     ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"419","6412","COURIER ACTIVITIES (NOT NAT","TO","Freight Airlines         ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"420","6412","COURIER ACTIVITIES (NOT NAT","TO","Freight Airlines         ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"421","6420","TELECOMMUNICATIONS       ","AA","Telecommunications     ","A","Telecommunications","3T","Telecommunications  ","COMM","Communications","USU ","2016-04-05-16.17.59.906441"
"422","6420","TELECOMMUNICATIONS       ","AA","Telecommunications     ","A","Telecommunications","3T","Telecommunications  ","COMM","Communications","WWW ","2016-07-04-05.06.14.067356"
"423","6511","CENTRAL BANKING      ","SB","Financial Markets - Other    ","S","Financial Markets","4F","Finance Markets     ","FSS ","Financial Services","USU ","2016-04-05-16.17.59.906441"
"424","6511","CENTRAL BANKING      ","SB","Financial Markets - Other    ","S","Financial Markets","4F","Finance Markets     ","FSS ","Financial Services","WWW ","2016-07-04-05.06.14.067356"
"425","6519","OTHER MONETARY INTERMEDIATION    ","FA","Banking - Other     ","F","Banking","04","Banking             ","FSS ","Financial Services","USU ","2016-04-05-16.17.59.906441"
"426","6519","OTHER MONETARY INTERMEDIATION    ","FA","Banking - Other     ","F","Banking","04","Banking             ","FSS ","Financial Services","WWW ","2016-07-04-05.06.14.067356"
"427","6591","FINANCIAL LEASING      ","FA","Banking - Other     ","F","Banking","04","Banking             ","FSS ","Financial Services","USU ","2016-04-05-16.17.59.906441"
"428","6591","FINANCIAL LEASING      ","FA","Banking - Other     ","F","Banking","04","Banking             ","FSS ","Financial Services","WWW ","2016-07-04-05.06.14.067356"
"429","6592","OTHER CREDIT GRANTING     ","FA","Banking - Other     ","F","Banking","04","Banking             ","FSS ","Financial Services","USU ","2016-04-05-16.17.59.906441"
"430","6592","OTHER CREDIT GRANTING     ","FA","Banking - Other     ","F","Banking","04","Banking             ","FSS ","Financial Services","WWW ","2016-07-04-05.06.14.067356"
"431","6599","OTHER FINANCIAL INTERMEDIATION N.E.C.   ","SB","Financial Markets - Other    ","S","Financial Markets","4F","Finance Markets     ","FSS ","Financial Services","USU ","2016-04-05-16.17.59.906441"
"432","6599","OTHER FINANCIAL INTERMEDIATION N.E.C.   ","SB","Financial Markets - Other    ","S","Financial Markets","4F","Finance Markets     ","FSS ","Financial Services","WWW ","2016-07-04-05.06.14.067356"
"433","6601","LIFE INSURANCE      ","NA","Insurance Carriers - Life & Asset Mgmnt (L&AM)  ","N","Insurance","31","Insurance           ","FSS ","Financial Services","USU ","2016-04-05-16.17.59.906441"
"434","6601","LIFE INSURANCE      ","NA","Insurance Carriers - Life & Asset Mgmnt (L&AM)  ","N","Insurance","31","Insurance           ","FSS ","Financial Services","WWW ","2016-07-04-05.06.14.067356"
"435","6602","PENSION FUNDING      ","NZ","Other Insurance, N.E.C.    ","N","Insurance","31","Insurance           ","FSS ","Financial Services","USU ","2016-04-05-16.17.59.906441"
"436","6602","PENSION FUNDING      ","NZ","Other Insurance, N.E.C.    ","N","Insurance","31","Insurance           ","FSS ","Financial Services","WWW ","2016-07-04-05.06.14.067356"
"437","6603","NON-LIFE INSURANCE      ","NB","Insurance Carriers - Property & Casualty (P&C)  ","N","Insurance","31","Insurance           ","FSS ","Financial Services","USU ","2016-04-05-16.17.59.906441"
"438","6603","NON-LIFE INSURANCE      ","NB","Insurance Carriers - Property & Casualty (P&C)  ","N","Insurance","31","Insurance           ","FSS ","Financial Services","WWW ","2016-07-04-05.06.14.067356"
"439","6711","ADMINISTRATION OF FINANCIAL MARKETS    ","SB","Financial Markets - Other    ","S","Financial Markets","4F","Finance Markets     ","FSS ","Financial Services","USU ","2016-04-05-16.17.59.906441"
"440","6711","ADMINISTRATION OF FINANCIAL MARKETS    ","SB","Financial Markets - Other    ","S","Financial Markets","4F","Finance Markets     ","FSS ","Financial Services","WWW ","2016-07-04-05.06.14.067356"
"441","6712","SECURITY DEALING ACTIVITIES     ","SB","Financial Markets - Other    ","S","Financial Markets","4F","Finance Markets     ","FSS ","Financial Services","USU ","2016-04-05-16.17.59.906441"
"442","6712","SECURITY DEALING ACTIVITIES     ","SB","Financial Markets - Other    ","S","Financial Markets","4F","Finance Markets     ","FSS ","Financial Services","WWW ","2016-07-04-05.06.14.067356"
"443","6719","ACTIVITY AUXILIARY - FINANCIAL INTERMEDIATION  ","SB","Financial Markets - Other    ","S","Financial Markets","4F","Finance Markets     ","FSS ","Financial Services","USU ","2016-04-05-16.17.59.906441"
"444","6719","ACTIVITY AUXILIARY - FINANCIAL INTERMEDIATION  ","SB","Financial Markets - Other    ","S","Financial Markets","4F","Finance Markets     ","FSS ","Financial Services","WWW ","2016-07-04-05.06.14.067356"
"445","6720","ACTIVITY AUXILIARY TO INSUR/PENSION FUNDING   ","NI","Insurance Intermediaries    ","N","Insurance","31","Insurance           ","FSS ","Financial Services","USU ","2016-04-05-16.17.59.906441"
"446","6720","ACTIVITY AUXILIARY TO INSUR/PENSION FUNDING   ","NI","Insurance Intermediaries    ","N","Insurance","31","Insurance           ","FSS ","Financial Services","WWW ","2016-07-04-05.06.14.067356"
"447","7010","REAL ESTATE ACTIVITIES-OWN OR LEASED PROPERTY  ","ME","Construction/Architecture/Engineering   ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"448","7010","REAL ESTATE ACTIVITIES-OWN OR LEASED PROPERTY  ","ME","Construction/Architecture/Engineering   ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"449","7020","REAL ESTATE ACTIVITIES - FEE, CONTRACT BASIS  ","FA","Banking - Other     ","F","Banking","04","Banking             ","FSS ","Financial Services","USU ","2016-04-05-16.17.59.906441"
"450","7020","REAL ESTATE ACTIVITIES - FEE, CONTRACT BASIS  ","FA","Banking - Other     ","F","Banking","04","Banking             ","FSS ","Financial Services","WWW ","2016-07-04-05.06.14.067356"
"451","7111","RENTING OF LAND TRANSPORT EQUIPMENT    ","TL","Freight Forwarders & Arrangers    ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"452","7111","RENTING OF LAND TRANSPORT EQUIPMENT    ","TL","Freight Forwarders & Arrangers    ","T","Travel & Transportation","19","TravelTransportation","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"453","7112","RENTING OF WATER TRANSPORT EQUIPMENT   ","WQ","Wholesale - Services     ","W","Wholesale Distribution & Services","18","ConsumerPackageGoods","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"454","7112","RENTING OF WATER TRANSPORT EQUIPMENT   ","WQ","Wholesale - Services     ","W","Wholesale Distribution & Services","18","ConsumerPackageGoods","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"455","7113","RENTING OF AIR TRANSPORT EQUIPMENT    ","WQ","Wholesale - Services     ","W","Wholesale Distribution & Services","18","ConsumerPackageGoods","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"456","7113","RENTING OF AIR TRANSPORT EQUIPMENT    ","WQ","Wholesale - Services     ","W","Wholesale Distribution & Services","18","ConsumerPackageGoods","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"457","7121","RENTING OF AGRICULTURAL MACHINERY/EQUIPMENT   ","WQ","Wholesale - Services     ","W","Wholesale Distribution & Services","18","ConsumerPackageGoods","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"458","7121","RENTING OF AGRICULTURAL MACHINERY/EQUIPMENT   ","WQ","Wholesale - Services     ","W","Wholesale Distribution & Services","18","ConsumerPackageGoods","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"459","7122","RENTING - CONSTR/CIVIL ENGINEERING MACH/EQUIP  ","WQ","Wholesale - Services     ","W","Wholesale Distribution & Services","18","ConsumerPackageGoods","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"460","7122","RENTING - CONSTR/CIVIL ENGINEERING MACH/EQUIP  ","WQ","Wholesale - Services     ","W","Wholesale Distribution & Services","18","ConsumerPackageGoods","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"461","7123","RENTING -OFFICE MACH/EQUIP (INCL COMPUTERS)   ","BI","Computer Leasing and Rental    ","B","Computer Services","5B","Computer Services   ","CSI ","Computer Services","USU ","2016-04-05-16.17.59.906441"
"462","7123","RENTING -OFFICE MACH/EQUIP (INCL COMPUTERS)   ","BI","Computer Leasing and Rental    ","B","Computer Services","5B","Computer Services   ","CSI ","Computer Services","WWW ","2016-07-04-05.06.14.067356"
"463","7129","RENTING -OTHER MACHINERY AND EQUIPMENT N.E.C.  ","WQ","Wholesale - Services     ","W","Wholesale Distribution & Services","18","ConsumerPackageGoods","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"464","7129","RENTING -OTHER MACHINERY AND EQUIPMENT N.E.C.  ","WQ","Wholesale - Services     ","W","Wholesale Distribution & Services","18","ConsumerPackageGoods","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
